"GeneSymbol","Module"
"FBXO3","turquoise"
"PRMT5","turquoise"
"LILRB4","yellow"
"GPAT4","turquoise"
"SMU1","turquoise"
"FERMT3","yellow"
"PPM1H","turquoise"
"COX7A2L","brown"
"CLN5","turquoise"
"TNFRSF10D","salmon"
"PTP4A3","yellow"
"PHLDB2","magenta"
"CERT1","turquoise"
"NLRP1","turquoise"
"UBE2A","turquoise"
"CHRNB2","pink"
"TM9SF4","turquoise"
"CYFIP2","yellow"
"MRPL49","turquoise"
"TOP2B","turquoise"
"KLHL24","turquoise"
"FBXO21","turquoise"
"ADAM12","magenta"
"APOBEC3G","pink"
"TPCN1","turquoise"
"RBM17","turquoise"
"PLEKHG7","blue"
"AAGAB","turquoise"
"FAM174B","grey"
"ATG9A","turquoise"
"ADAMTS9","salmon"
"PARP8","turquoise"
"SPIN1","turquoise"
"INPP4B","turquoise"
"ELP1","turquoise"
"FAP","magenta"
"CCDC40","blue"
"SHMT1","turquoise"
"RAB8A","turquoise"
"PCNX4","turquoise"
"LOC105374162","tan"
"SUCLA2","turquoise"
"WDR49","blue"
"DNAJC8","turquoise"
"TRIM5","pink"
"CLEC2D","tan"
"MKLN1","turquoise"
"PLSCR4","green"
"IGLC7","purple"
"ELMO1","yellow"
"CIPC","blue"
"TXN2","brown"
"ABCA7","grey"
"ARHGAP12","turquoise"
"MINDY2","turquoise"
"PLXND1","green"
"RIF1","turquoise"
"PREP","grey"
"GALNT11","turquoise"
"DERL1","turquoise"
"STRN3","turquoise"
"SLC35A2","blue"
"ARHGEF3","turquoise"
"ARHGEF10L","black"
"MEGF6","magenta"
"HNRNPUL1","grey"
"ATP6V1C1","turquoise"
"GLRX3","brown"
"SLC37A3","turquoise"
"PGM1","turquoise"
"MYO10","turquoise"
"SUMO3","turquoise"
"RPS16","red"
"SC5D","turquoise"
"RSL1D1","turquoise"
"EVA1C","brown"
"MCM4","grey"
"RASSF5","yellow"
"USP54","grey"
"FBXW2","turquoise"
"ACAD8","turquoise"
"PSME3IP1","turquoise"
"CROCC2","blue"
"CGNL1","black"
"HAT1","turquoise"
"ELAC2","turquoise"
"TCEA1","turquoise"
"LOX","magenta"
"GATA2","green"
"DSC3","greenyellow"
"COPS4","turquoise"
"NMI","pink"
"CFAP90","blue"
"IFT52","blue"
"ZC3HAV1","pink"
"DHCR7","turquoise"
"ATP6V0A4","blue"
"CLEC10A","yellow"
"PLCB4","turquoise"
"COX11","turquoise"
"ITM2A","green"
"UBE2W","turquoise"
"EFR3A","turquoise"
"ST3GAL6","black"
"JAM2","green"
"SIK1","grey"
"MCC","turquoise"
"FNTA","brown"
"NEK9","grey"
"RPL41","red"
"PARD6B","turquoise"
"LILRB2","yellow"
"CFAP54","blue"
"ENSA","turquoise"
"SNX19","turquoise"
"CREB3L4","black"
"UBE3A","grey"
"SLC35E2B","turquoise"
"SORBS3","grey"
"FRY","green"
"SLC2A9","black"
"MGAT4A","turquoise"
"BAZ2A","turquoise"
"H2AZ2","turquoise"
"EIF2S1","turquoise"
"EMC7","red"
"CYTIP","yellow"
"YY1AP1","turquoise"
"MYO15B","grey"
"ANKRD36B","turquoise"
"TANC1","turquoise"
"MTHFD1","turquoise"
"RPL22","brown"
"DEK","turquoise"
"SAR1B","turquoise"
"ZC3H14","turquoise"
"YIPF6","turquoise"
"CYTH1","turquoise"
"DAPP1","turquoise"
"FRMD4B","turquoise"
"TAOK1","turquoise"
"EHD3","grey"
"HARS1","turquoise"
"SPIDR","turquoise"
"USP33","turquoise"
"CDCP1","turquoise"
"TRIP11","turquoise"
"VAMP7","turquoise"
"GCN1","turquoise"
"UFSP2","turquoise"
"COQ8A","turquoise"
"VTA1","turquoise"
"ZNF3","blue"
"ATG5","turquoise"
"NMRK1","brown"
"KAT7","turquoise"
"CDC42SE1","grey"
"NEMF","turquoise"
"DRAM1","turquoise"
"NUP93","grey"
"TGFB3","magenta"
"MGAT5","blue"
"CCP110","blue"
"CYSTM1","red"
"YARS1","turquoise"
"GPS1","turquoise"
"SLC12A7","grey"
"SERTAD1","grey"
"WWP2","turquoise"
"PPIP5K2","turquoise"
"CDK4","brown"
"ACCS","grey"
"KCTD20","turquoise"
"USP3","turquoise"
"IRF2","turquoise"
"MAPRE2","green"
"IGLV3-21","grey"
"ABHD14B","brown"
"GFM1","turquoise"
"NEK5","blue"
"CLDN12","turquoise"
"PLBD1","turquoise"
"HADH","brown"
"TMEM248","grey"
"SNRPB","red"
"ITPR2","grey"
"GLB1L2","blue"
"CPLANE1","blue"
"PER1","grey"
"TMEM245","turquoise"
"CELF2","yellow"
"SAMSN1","yellow"
"RBCK1","pink"
"DIDO1","turquoise"
"PAICS","grey"
"PRKCI","grey"
"HERC5","pink"
"TMC6","turquoise"
"ANO6","turquoise"
"TP53INP1","turquoise"
"TBRG1","turquoise"
"BCL2L13","turquoise"
"SLC35C2","turquoise"
"AOAH","yellow"
"FLRT2","green"
"NEURL3","black"
"EEF2K","turquoise"
"C20ORF96","blue"
"GOLGA5","turquoise"
"CFAP73","blue"
"SETD2","turquoise"
"SCRN1","turquoise"
"DAXX","turquoise"
"MRPS27","turquoise"
"CALM3","grey"
"CHDH","black"
"AK8","blue"
"FMO6P","grey"
"DHX8","turquoise"
"HRH1","yellow"
"GLS","turquoise"
"MIR100HG","green"
"LARP4","turquoise"
"TRIM25","pink"
"ABI3BP","green"
"PLPP1","grey"
"SPPL2B","blue"
"CYB5D1","blue"
"ABCC3","grey"
"ATF6","turquoise"
"TLR2","pink"
"TECPR1","black"
"PTPRA","grey"
"VRK3","blue"
"CPQ","turquoise"
"NSUN2","turquoise"
"ADGRF5","green"
"SLTM","turquoise"
"IBTK","turquoise"
"USP19","grey"
"EXOC5","turquoise"
"ITGAX","yellow"
"SLC33A1","turquoise"
"ARRDC1","brown"
"C2ORF68","turquoise"
"ATP9A","turquoise"
"SPRY1","grey"
"SLC46A3","turquoise"
"PARVG","yellow"
"OXCT1","turquoise"
"TRIM21","pink"
"FAM120AOS","grey"
"STAG3L5P-PVRIG2P-PILRB","turquoise"
"SHKBP1","turquoise"
"EDC4","turquoise"
"YTHDF3","turquoise"
"TET2","turquoise"
"GK","turquoise"
"MAPK13","brown"
"GALNT7","turquoise"
"LMBR1","grey"
"UTY","grey"
"GLOD4","turquoise"
"IVD","turquoise"
"NYNRIN","grey"
"DPT","green"
"PROM2","grey"
"CDV3","turquoise"
"CACYBP","grey"
"ARHGAP25","yellow"
"AGK","turquoise"
"CYTH2","brown"
"MCCC2","turquoise"
"NPEPPS","turquoise"
"DCTN5","turquoise"
"CCAR2","turquoise"
"WDR11","turquoise"
"EP300","turquoise"
"NBPF14","turquoise"
"ANKRD36","turquoise"
"SVEP1","grey"
"PIK3R3","turquoise"
"TP73","blue"
"DNAJC5","grey"
"TCERG1","turquoise"
"IL7R","grey"
"TRIM4","turquoise"
"BRAT1","turquoise"
"FCRL3","tan"
"YIPF2","turquoise"
"IGHV4-61","purple"
"IL1B","grey"
"SPEF1","blue"
"DENR","turquoise"
"CFAP46","blue"
"LINC00674","turquoise"
"GRHL2","grey"
"FCN1","yellow"
"DGLUCY","turquoise"
"P2RX5-TAX1BP3","brown"
"CBX6","green"
"WBP1L","turquoise"
"IFRD2","turquoise"
"MARF1","turquoise"
"PBXIP1","green"
"ATP6V0A1","yellow"
"HAPSTR1","turquoise"
"UNC119B","blue"
"FAM81B","blue"
"CFAP61","blue"
"ARHGEF6","yellow"
"HPR","black"
"UBE2E3","grey"
"LRRC8A","grey"
"ITSN1","green"
"CDC42EP1","black"
"RCSD1","yellow"
"PRR29","blue"
"IGBP1","brown"
"SRPK1","turquoise"
"DPAGT1","turquoise"
"CIT","grey"
"OLFML3","magenta"
"IGHV3-66","purple"
"HMGCS1","turquoise"
"SAA1","grey"
"MED21","turquoise"
"NEIL1","turquoise"
"APPBP2","turquoise"
"ZNF875","turquoise"
"SRGAP3","grey"
"LAYN","brown"
"SMARCB1","turquoise"
"ZDHHC5","turquoise"
"DDX56","turquoise"
"SLC8B1","turquoise"
"ARHGEF12","turquoise"
"SQLE","blue"
"UBAC1","blue"
"EIF2B1","turquoise"
"PTPA","turquoise"
"PLN","green"
"ATP5IF1","blue"
"ARHGAP24","grey"
"KREMEN1","grey"
"CCNA1","brown"
"DRG1","brown"
"NEDD4L","turquoise"
"CLCN3","turquoise"
"NDUFA4L2","grey"
"IP6K1","grey"
"BTBD1","turquoise"
"MRPS18B","brown"
"DDX42","turquoise"
"SLU7","turquoise"
"PRKACB","turquoise"
"NPC1","turquoise"
"S100A10","greenyellow"
"GGCX","grey"
"WDR73","blue"
"TXNL1","brown"
"REC8","blue"
"INTS14","turquoise"
"CFAP47","blue"
"MAU2","turquoise"
"RPS7","red"
"USP48","grey"
"RRM2","grey"
"PHC3","turquoise"
"KDM3B","turquoise"
"WAC","turquoise"
"CHMP7","turquoise"
"SKIC3","turquoise"
"ECHDC2","turquoise"
"FAXDC2","turquoise"
"COPS2","brown"
"AEBP2","turquoise"
"C8ORF33","turquoise"
"SPOP","turquoise"
"KDELR1","red"
"ABHD4","turquoise"
"TIMM10B","turquoise"
"IGKV2D-30","purple"
"STN1","brown"
"ABCE1","turquoise"
"TBC1D14","turquoise"
"RPS11","red"
"DPYSL3","magenta"
"IGLC5","purple"
"APBB3","turquoise"
"SUGT1","turquoise"
"UPK3BL2","greenyellow"
"CCR3","yellow"
"GGNBP2","turquoise"
"TMEM167B","turquoise"
"DERPC","turquoise"
"CHTF8","turquoise"
"LAD1","greenyellow"
"NOA1","brown"
"LRP2","magenta"
"TSPAN4","yellow"
"ATG12","turquoise"
"C16ORF89","grey"
"ACAA1","grey"
"GNB2","grey"
"TAX1BP3","brown"
"CFAP161","blue"
"SAA2","grey"
"TEX26","blue"
"ERCC1","blue"
"AHSA2P","turquoise"
"SDHB","red"
"TRPM4","grey"
"LARP1","turquoise"
"PLBD2","grey"
"PRR13","red"
"DENND6B","blue"
"PLCE1","turquoise"
"DNAJB4","grey"
"INPP5D","yellow"
"SNAPC3","turquoise"
"RNF40","turquoise"
"MTPAP","turquoise"
"STXBP3","turquoise"
"OSTF1","brown"
"CAMK2D","turquoise"
"CEMIP2","salmon"
"CCNT2","turquoise"
"SPCS1","red"
"RTL10","turquoise"
"NUDT4","turquoise"
"MYO5B","blue"
"PHF1","grey"
"SH3RF2","grey"
"PTPRT","blue"
"TMED5","turquoise"
"FTSJ3","turquoise"
"FGR","yellow"
"IFT88","blue"
"PPP4C","grey"
"CPEB4","turquoise"
"THEM6","turquoise"
"CALML5","greenyellow"
"KITLG","grey"
"DPP3","grey"
"PRSS22","brown"
"ACADM","turquoise"
"RAPGEF3","black"
"CHCHD3","brown"
"RPS19","red"
"RNF152","grey"
"PITRM1","turquoise"
"HDHD5","grey"
"SEPTIN9","grey"
"MAN2B2","grey"
"DCAF13","turquoise"
"LENG8","grey"
"ENOPH1","turquoise"
"CENPT","turquoise"
"IGHV3-53","purple"
"KIDINS220","turquoise"
"LXN","grey"
"MIR6510","grey"
"PTGR1","brown"
"AASS","green"
"MTHFD2","turquoise"
"PC","black"
"H2BC21","blue"
"POLE3","turquoise"
"RNPEP","grey"
"BPTF","turquoise"
"LRRC26","grey"
"HBS1L","turquoise"
"DGKH","grey"
"DNTTIP2","turquoise"
"CNOT6L","turquoise"
"ILRUN","turquoise"
"THOC2","turquoise"
"SAMM50","brown"
"GOLT1B","turquoise"
"RC3H2","turquoise"
"PDS5A","turquoise"
"PNN","turquoise"
"LETMD1","turquoise"
"DDI2","turquoise"
"NDUFV2","red"
"PPP1R32","blue"
"KDSR","grey"
"RB1","turquoise"
"RCOR3","turquoise"
"DCAF12","turquoise"
"SLC30A5","grey"
"C1GALT1C1","turquoise"
"TIMMDC1","brown"
"POLR2J3","greenyellow"
"KRR1","magenta"
"CMTR1","pink"
"SLC39A9","turquoise"
"EDEM3","turquoise"
"YME1L1","turquoise"
"GNAQ","turquoise"
"ITGB1BP1","turquoise"
"GFRA1","green"
"TEX264","brown"
"CASP2","turquoise"
"NPIPB3","grey"
"C4ORF19","black"
"ME3","grey"
"RDX","turquoise"
"PTPRB","green"
"ABR","grey"
"KLHL12","turquoise"
"SHISA2","grey"
"TTLL5","blue"
"PRKAG1","turquoise"
"MYDGF","grey"
"PHF20L1","grey"
"SDC2","turquoise"
"KANK1","turquoise"
"THAP5","turquoise"
"AGBL5","grey"
"RPL30","red"
"LOC101927369","grey"
"MAP3K11","grey"
"CTTNBP2NL","grey"
"MAP3K13","turquoise"
"PAIP2B","black"
"LYPLA2","brown"
"NECTIN2","grey"
"TEAD1","turquoise"
"ZNF83","turquoise"
"ARNT","turquoise"
"SSH3","turquoise"
"P4HA2","turquoise"
"HBA1","grey"
"LOC105447645","grey"
"ASAP3","turquoise"
"C7ORF57","blue"
"RAB38","brown"
"MINK1","grey"
"DHX32","blue"
"REV3L","turquoise"
"ATG3","brown"
"WFS1","turquoise"
"ZNF644","turquoise"
"KDM5A","turquoise"
"TXNDC9","brown"
"SLC25A46","turquoise"
"ARSA","turquoise"
"LPXN","tan"
"PARP3","turquoise"
"LRG1","grey"
"SHFL","pink"
"UBE2G2","turquoise"
"TBL2","turquoise"
"ITGA1","green"
"CSNK2B","red"
"PPP1R3C","green"
"SGSH","yellow"
"MBP","grey"
"RGS4","grey"
"SHROOM3","turquoise"
"PCDH18","green"
"HMG20B","grey"
"TFPI","green"
"STAP2","brown"
"FOSL1","salmon"
"UROS","grey"
"BAZ1A","turquoise"
"FARSB","turquoise"
"ARHGAP21","turquoise"
"DPF2","turquoise"
"SELENOW","red"
"IKZF1","yellow"
"PHACTR1","tan"
"SLC7A2","blue"
"CDK1","grey"
"NME9","blue"
"ITPR1","turquoise"
"S1PR1","green"
"RNF185","turquoise"
"ZNF273","blue"
"BLTP2","turquoise"
"TLR4","yellow"
"ACAT2","brown"
"CYB5R4","turquoise"
"HAX1","red"
"RUSF1","turquoise"
"TIGIT","green"
"ZNF302","green"
"MRPS35","turquoise"
"ANKFN1","blue"
"POLR2C","turquoise"
"SCD5","grey"
"SUPT6H","turquoise"
"MED29","turquoise"
"SIRPA","yellow"
"UBE2E2","turquoise"
"GPD1","black"
"OSER1","turquoise"
"PTGFRN","turquoise"
"CDK10","turquoise"
"CDC123","brown"
"GTF2IP4","turquoise"
"MED13","turquoise"
"CHPF","grey"
"SCAMP1","turquoise"
"OTUB1","brown"
"EHD1","yellow"
"ORC4","turquoise"
"DAG1","turquoise"
"DYNC2LI1","blue"
"PBX1","turquoise"
"HSD17B11","turquoise"
"ING3","turquoise"
"AHCYL1","brown"
"IL4R","grey"
"LRBA","turquoise"
"PDE7B","magenta"
"CHURC1","turquoise"
"CYP1A1","grey"
"RHPN2","blue"
"LINC01000","turquoise"
"NAB1","turquoise"
"PTPRE","yellow"
"RPL27A","red"
"KDM5B","turquoise"
"NNT","turquoise"
"UBA2","grey"
"NANS","brown"
"SELENOS","grey"
"NGLY1","turquoise"
"CKMT1A","grey"
"GNL2","turquoise"
"TLE5","brown"
"B4GALT3","turquoise"
"ASAP1","green"
"CKAP4","turquoise"
"MIB1","turquoise"
"TASOR","turquoise"
"FCMR","tan"
"ACSL4","turquoise"
"ALDH6A1","turquoise"
"TRIM26","grey"
"CTBS","turquoise"
"GFUS","brown"
"STXBP2","turquoise"
"CBLB","turquoise"
"ARF5","red"
"PLLP","brown"
"WDR26","turquoise"
"PARP6","grey"
"CFL2","green"
"PDZD2","grey"
"MOXD1","green"
"SEPTIN10","turquoise"
"DIP2A","turquoise"
"KRAS","brown"
"TMEM50A","turquoise"
"POLR3C","turquoise"
"ESD","red"
"MAN1B1","turquoise"
"EZH1","green"
"ZNF33A","turquoise"
"TOR1AIP2","turquoise"
"SLC41A3","grey"
"FBXO36","blue"
"ODF2","blue"
"PPP6R2","grey"
"ACOX1","turquoise"
"SMAD9","black"
"CFAP91","blue"
"STK4","yellow"
"TMEM168","turquoise"
"LILRB5","yellow"
"NOMO1","grey"
"PRKCSH","grey"
"DCAF5","turquoise"
"DECR1","brown"
"ATP6V1H","turquoise"
"MAN1A2","turquoise"
"PAN2","turquoise"
"TGFBR1","turquoise"
"NCCRP1","greenyellow"
"CREB1","turquoise"
"PIK3CD","yellow"
"ENTPD4","turquoise"
"HACD4","blue"
"ANTXR2","yellow"
"SLAIN2","turquoise"
"STRBP","blue"
"FLRT3","grey"
"LAMTOR3","brown"
"GSPT1","turquoise"
"CDC42BPA","turquoise"
"SCAPER","turquoise"
"CROT","grey"
"USP39","turquoise"
"AP5M1","turquoise"
"ZMPSTE24","turquoise"
"DUSP11","brown"
"KYAT3","turquoise"
"CAMK2G","turquoise"
"ARAF","turquoise"
"ADGRE3","yellow"
"VPS37B","grey"
"BZW2","brown"
"EGR3","grey"
"FUT6","black"
"MYO1E","blue"
"TPST2","grey"
"GLYATL2","grey"
"ZEB1","green"
"MOB3C","grey"
"NMD3","turquoise"
"ARIH1","turquoise"
"HDGF","blue"
"NFS1","turquoise"
"RNF11","grey"
"CFAP57","blue"
"MGAT2","turquoise"
"SIX1","turquoise"
"TSPAN12","turquoise"
"SF1","grey"
"SCAMP3","brown"
"AP3M1","turquoise"
"ARHGEF28","grey"
"SRC","grey"
"CHKA","black"
"SH3BP5-AS1","grey"
"TMEM14C","red"
"PDLIM4","red"
"RAD50","turquoise"
"PID1","green"
"GTF3C1","turquoise"
"LRRC61","blue"
"PCIF1","turquoise"
"MR1","turquoise"
"MICU2","turquoise"
"TRBC2","tan"
"VRK2","turquoise"
"CYP26A1","grey"
"FSCN1","grey"
"RBBP9","turquoise"
"BLOC1S6","tan"
"ANAPC7","turquoise"
"RALGDS","salmon"
"GTF2IP1","turquoise"
"CHD6","turquoise"
"CNOT2","turquoise"
"AGFG2","black"
"ST6GALNAC6","brown"
"YBX3","grey"
"LLGL2","grey"
"NF2","turquoise"
"ISOC1","turquoise"
"ARPP19","turquoise"
"SPATS2L","turquoise"
"ZPR1","grey"
"CEP350","turquoise"
"LEPROTL1","turquoise"
"RNF24","grey"
"MPDU1","brown"
"SNX4","turquoise"
"GGPS1","turquoise"
"GRHL1","grey"
"ADRM1","brown"
"NBPF19","turquoise"
"TM4SF18","green"
"CTNNAL1","turquoise"
"DNPEP","grey"
"MDM4","turquoise"
"MIR3064","turquoise"
"ARSG","turquoise"
"C19ORF48","brown"
"NAV1","grey"
"RSAD1","grey"
"SYS1","brown"
"EMC3","brown"
"NR1D1","grey"
"ILDR1","grey"
"PTPN7","tan"
"ATP5MC3","red"
"SLC25A29","grey"
"SIAH1","turquoise"
"PEAR1","green"
"RORA","turquoise"
"TJP2","grey"
"OLA1","brown"
"UBE2H","blue"
"SLC35B1","brown"
"MAPK8IP3","grey"
"CFAP69","blue"
"PDHA1","turquoise"
"MPZL3","turquoise"
"RSPRY1","turquoise"
"BTBD10","brown"
"RNA28SN2","red"
"MBD1","turquoise"
"CD40","turquoise"
"DCAF6","turquoise"
"COQ10B","turquoise"
"SGMS1","turquoise"
"SNW1","turquoise"
"FBXW11","turquoise"
"HDHD2","turquoise"
"IRAG2","tan"
"IGLV3-1","purple"
"BMS1P20","purple"
"RAPGEFL1","grey"
"EVPL","greenyellow"
"TSNAXIP1","blue"
"CSTF2T","turquoise"
"DHX40","blue"
"FAAH","grey"
"SRSF4","turquoise"
"NASP","turquoise"
"CHRM3","black"
"USP14","turquoise"
"RNF135","grey"
"LRRC25","yellow"
"TAGAP","grey"
"ZBED5","turquoise"
"HTATSF1","grey"
"IMPACT","turquoise"
"HPGD","grey"
"CTR9","turquoise"
"WASHC2A","turquoise"
"ZNF22","turquoise"
"CCDC57","blue"
"LRRC58","turquoise"
"KIF27","blue"
"B3GNT3","grey"
"HCFC1","grey"
"SLC38A5","pink"
"RHOG","yellow"
"IBSP","grey"
"FAM13A","turquoise"
"DDB2","grey"
"NAE1","turquoise"
"STAM2","turquoise"
"SNHG14","grey"
"RNF26","turquoise"
"GALNT14","brown"
"MFF","brown"
"TSEN15","turquoise"
"PTPRG","green"
"MYO5A","yellow"
"SACM1L","turquoise"
"WDFY2","turquoise"
"UBE2V2","turquoise"
"PEDS1-UBE2V1","turquoise"
"DOK2","yellow"
"RPL31","red"
"IGFBP2","blue"
"MESD","turquoise"
"KBTBD2","salmon"
"DELE1","turquoise"
"PGM2","brown"
"LRRC71","blue"
"GDI1","grey"
"OTUD4","blue"
"TRABD","turquoise"
"LMBR1L","turquoise"
"GALC","turquoise"
"ATF6B","turquoise"
"GINM1","brown"
"NUP188","turquoise"
"MAL","greenyellow"
"OIP5-AS1","turquoise"
"TMEM115","brown"
"EPS8L2","grey"
"GRHPR","brown"
"C5ORF24","turquoise"
"SULT1A1","blue"
"DHX58","pink"
"RBMS2","pink"
"LAS1L","turquoise"
"CADPS2","black"
"JPT1","brown"
"WDR90","blue"
"ABCB6","grey"
"MAP3K7","turquoise"
"KHDRBS1","grey"
"APOD","grey"
"DLG1","turquoise"
"FASTK","brown"
"KIFAP3","turquoise"
"MTMR3","turquoise"
"FBXO11","turquoise"
"TULP4","turquoise"
"IDH3A","turquoise"
"TBK1","turquoise"
"ATL3","turquoise"
"TMUB2","turquoise"
"GPC1","grey"
"ELAVL1","grey"
"ERCC3","turquoise"
"ABHD3","turquoise"
"KDM3A","turquoise"
"KDM2A","turquoise"
"PLCG1","grey"
"SNX27","turquoise"
"MON1B","turquoise"
"NTN4","turquoise"
"FOCAD","blue"
"THNSL2","turquoise"
"PTPN1","grey"
"OTX1","grey"
"CCAR1","turquoise"
"PATJ","grey"
"MOK","blue"
"CXXC1","turquoise"
"DCP1A","turquoise"
"ARHGEF16","grey"
"AGR3","blue"
"GPC4","turquoise"
"RNF103-CHMP3","turquoise"
"TSHZ2","turquoise"
"HNRNPLL","grey"
"FKBP1A-SDCBP2","brown"
"NAT1","blue"
"OSBPL3","blue"
"SRGAP1","turquoise"
"ZNF410","turquoise"
"PPP1R9A","black"
"LINC00673","brown"
"VWA2","turquoise"
"EDN1","green"
"CYB5B","turquoise"
"UTP4","turquoise"
"CTBP2","brown"
"LYPD6B","blue"
"GNG2","yellow"
"H3P6","red"
"OSR2","green"
"ICAM3","yellow"
"WDR33","turquoise"
"DEF6","grey"
"NUP88","turquoise"
"TNIP1","grey"
"MKNK1","turquoise"
"LRCH3","turquoise"
"DCDC2B","blue"
"TRIP13","blue"
"HTRA1","grey"
"PPP1R15B","grey"
"TUBGCP6","turquoise"
"NAV2","blue"
"FTSJ1","turquoise"
"P3H1","magenta"
"PRR5L","grey"
"CHN1","magenta"
"FICD","turquoise"
"PDPR","grey"
"KCNE1","blue"
"PDLIM3","salmon"
"ZNF462","turquoise"
"DLK2","grey"
"SH3D19","brown"
"IGKV1-13","purple"
"LSS","turquoise"
"DOCK9","turquoise"
"QTRT1","turquoise"
"POLR3E","turquoise"
"ISCA1","brown"
"RPS13","red"
"P3R3URF-PIK3R3","turquoise"
"TAB2","turquoise"
"COG1","turquoise"
"HELZ","turquoise"
"NUP160","turquoise"
"SEMA3A","grey"
"INPP1","turquoise"
"ZNF800","turquoise"
"IPO13","grey"
"SPATA13","blue"
"VPS4B","turquoise"
"SH3PXD2B","magenta"
"LANCL1","turquoise"
"PGS1","turquoise"
"GRINA","grey"
"WASHC4","turquoise"
"ARHGAP29","turquoise"
"P2RY2","grey"
"MTMR2","turquoise"
"RPL7L1","turquoise"
"MDK","pink"
"ATIC","turquoise"
"MRPL10","brown"
"LDLRAD4","blue"
"ZNF474","blue"
"GTF2H1","turquoise"
"TSC1","turquoise"
"MTX2","brown"
"MPRIP","turquoise"
"OTUD6B-AS1","turquoise"
"DNAAF11","blue"
"PFKM","turquoise"
"CMTM4","blue"
"ARHGEF40","grey"
"IFT81","blue"
"NAA15","turquoise"
"VPS45","turquoise"
"RBM12","turquoise"
"LEPR","green"
"UBE2V1","turquoise"
"FBXO42","turquoise"
"CHMP3","turquoise"
"MARCHF5","turquoise"
"IGLV6-57","purple"
"PRRX1","green"
"NF1","grey"
"SPNS1","grey"
"OSBPL8","turquoise"
"PIGQ","grey"
"ZNF24","turquoise"
"UNC45A","turquoise"
"FLAD1","brown"
"GOT1","turquoise"
"ARFIP1","turquoise"
"RAB11B","grey"
"DICER1","turquoise"
"SOS1","turquoise"
"ZNF436","grey"
"ANKRD66","blue"
"DRC7","blue"
"SDK1","blue"
"ZNF518A","turquoise"
"PMEPA1","grey"
"STK10","yellow"
"CHCHD7","turquoise"
"RGS12","grey"
"PPP3CC","grey"
"IFNAR2","turquoise"
"EEA1","turquoise"
"ACAP1","turquoise"
"GART","turquoise"
"C14ORF132","green"
"GCA","yellow"
"MAPK6","brown"
"AAAS","turquoise"
"BAG3","grey"
"WWP1","turquoise"
"HNMT","green"
"NDUFB5","red"
"TSR2","turquoise"
"CPSF3","turquoise"
"FOXJ1","blue"
"PTPN14","grey"
"TMTC2","turquoise"
"SEC24B","turquoise"
"SH3PXD2A","turquoise"
"IGLV1-51","purple"
"RHOBTB3","magenta"
"FLI1","yellow"
"POLR1D","brown"
"OMD","green"
"ANKFY1","turquoise"
"STAT5A","grey"
"ABCD4","turquoise"
"ACO1","turquoise"
"ZNF512","green"
"PDE4D","black"
"MCM3AP","grey"
"PHACTR4","turquoise"
"SETD3","turquoise"
"CSNK1G3","turquoise"
"ARL17A","turquoise"
"EFCAB2","blue"
"PSMD7","brown"
"EMG1","brown"
"MADD","turquoise"
"IQCD","blue"
"C21ORF58","blue"
"TMEM19","turquoise"
"ECPAS","turquoise"
"PRKY","grey"
"IMMT","turquoise"
"PSME4","turquoise"
"NFATC4","magenta"
"IGSF3","grey"
"REEP4","grey"
"SKIC2","turquoise"
"YIPF1","brown"
"PAK2","yellow"
"ME2","grey"
"CAB39","turquoise"
"HSF1","grey"
"CBR4","turquoise"
"CREM","pink"
"DMKN","greenyellow"
"MED12","turquoise"
"CXCL3","salmon"
"PARN","turquoise"
"LMF2","turquoise"
"SNX20","yellow"
"CD274","pink"
"AMOTL1","turquoise"
"SH3BP5","grey"
"ARFGAP1","turquoise"
"EPS8L1","grey"
"PPP1R16A","blue"
"PRPF4B","turquoise"
"SF3A1","grey"
"KPNA3","blue"
"CEP126","blue"
"ELMO2","turquoise"
"BCAS3","blue"
"SMIM3","brown"
"MRPS16","turquoise"
"STK25","grey"
"PPP3CA","turquoise"
"WASHC5","turquoise"
"PRR15L","black"
"SEC22C","turquoise"
"ZNF451","turquoise"
"FARSA","turquoise"
"CNNM2","turquoise"
"AAR2","turquoise"
"DOCK10","tan"
"ELK4","turquoise"
"ARPC4","red"
"PPFIBP2","turquoise"
"STMN1","red"
"USP24","turquoise"
"ZC3H13","turquoise"
"RNF128","black"
"MCCC1","turquoise"
"RAB4B-EGLN2","turquoise"
"BLZF1","pink"
"RHEB","brown"
"PDS5B","turquoise"
"ACTR1A","turquoise"
"KATNB1","blue"
"ANKLE2","grey"
"TEK","green"
"TRANK1","pink"
"PHC1","turquoise"
"TUT7","turquoise"
"BPNT2","turquoise"
"SYAP1","turquoise"
"STX17","turquoise"
"LOC107984079","grey"
"EGFL7","green"
"CLK3","turquoise"
"MEF2A","turquoise"
"APBB1","turquoise"
"SHOC2","turquoise"
"DYM","turquoise"
"POFUT1","turquoise"
"SESTD1","turquoise"
"DCUN1D4","turquoise"
"XRRA1","turquoise"
"SNX22","grey"
"CARD8","yellow"
"VPS11","turquoise"
"FLT1","turquoise"
"PDE2A","green"
"OSTM1","turquoise"
"RBBP8","grey"
"SERPINB2","pink"
"POC1B","blue"
"SVIL","green"
"PIK3C2A","turquoise"
"DIPK2B","green"
"KATNIP","blue"
"KAT5","turquoise"
"PAF1","turquoise"
"LIMS1","turquoise"
"ZNF770","turquoise"
"PTGFR","grey"
"NOC2L","turquoise"
"BNIP3","brown"
